Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDD36,13.3,0.021306635,17,OUT049,Baking Goods,119.8124,Medium,2,Tier 1,Supermarket Type1,1896.1984,1.233
FDT56,16,0.116063284,7,OUT018,Fruits and Vegetables,59.1246,Low,2,Tier 3,Supermarket Type2,753.0198,0.489
FDP09,19.75,0.059336763,31,OUT019,Snack Foods,212.1902,Very_High,3,Tier 1,Grocery Store,424.7804,0.276
FDA33,6.48,0.034091649,9,OUT017,Snack Foods,146.2076,High,2,Tier 2,Supermarket Type1,2364.9216,1.537
FDH14,17.1,0.081955735,31,OUT019,Canned,142.0838,High,3,Tier 1,Grocery Store,280.9676,0.183
NCF18,18.35,0.088551694,31,OUT027,Household,191.5504,High,2,Tier 3,Supermarket Type3,5944.2624,3.864
FDF59,12.5,0.071230537,12,OUT035,Starchy Foods,128.102,Medium,3,Tier 2,Supermarket Type1,885.514,0.576
FDC29,8.39,0.024185517,29,OUT013,Frozen Foods,115.7176,Medium,1,Tier 3,Supermarket Type1,1374.2112,0.893
FDD32,17.7,0.041163522,9,OUT017,Fruits and Vegetables,80.8276,Medium,2,Tier 2,Supermarket Type1,1868.2348,1.214
FDZ08,12.5,0.110094792,18,OUT010,Fruits and Vegetables,80.8592,Medium,2,Tier 3,Grocery Store,82.5592,0.054
FDT21,7.42,0.022337131,31,OUT027,Snack Foods,248.8092,Very_High,2,Tier 3,Supermarket Type3,6474.2392,4.208
FDM33,15.6,0.087719692,19,OUT046,Snack Foods,218.5798,Very_High,3,Tier 1,Supermarket Type1,4407.596,2.865
NCK07,10.65,0.048677482,12,OUT035,Others,166.1526,High,3,Tier 2,Supermarket Type1,2466.789,1.603
NCL41,12.35,0.041907648,7,OUT018,Health and Hygiene,36.2216,Low,2,Tier 3,Supermarket Type2,346.216,0.225
FDZ36,6.035,0.065783783,19,OUT046,Baking Goods,188.224,High,3,Tier 1,Supermarket Type1,5779.144,3.756
FDW51,6.155,0.094807042,17,OUT049,Meat,213.356,Very_High,2,Tier 1,Supermarket Type1,3835.008,2.493
FDS47,16.75,0.128778474,29,OUT013,Breads,89.1856,Medium,1,Tier 3,Supermarket Type1,1581.9408,1.028
FDV02,16.75,0.060668416,14,OUT045,Dairy,172.4106,High,2,Tier 2,Supermarket Type1,2908.8802,1.891
NCU18,15.1,0.056067524,7,OUT018,Household,139.8496,High,2,Tier 3,Supermarket Type2,1270.3464,0.826
NCX17,21.25,0.114066204,7,OUT018,Health and Hygiene,233.03,Very_High,2,Tier 3,Supermarket Type2,5592.72,3.635
FDI12,9.395,0.10039894,19,OUT046,Baking Goods,89.6856,Medium,3,Tier 1,Supermarket Type1,878.856,0.571
DRH51,17.6,0.097135675,29,OUT013,Dairy,89.3856,Medium,1,Tier 3,Supermarket Type1,1318.284,0.857
NCP30,20.5,0.032610007,31,OUT027,Household,37.4822,Low,2,Tier 3,Supermarket Type3,942.7728,0.613
FDG08,13.15,0.165616415,17,OUT049,Fruits and Vegetables,172.6764,High,2,Tier 1,Supermarket Type1,2061.3168,1.34
FDX35,5.035,0.092626217,19,OUT046,Breads,228.2036,Very_High,3,Tier 1,Supermarket Type1,4781.7756,3.108
FDY26,20.6,0.030362777,31,OUT027,Dairy,210.5244,Very_High,2,Tier 3,Supermarket Type3,6775.1808,4.404
NCM43,14.5,0.03409886,31,OUT019,Others,162.621,High,3,Tier 1,Grocery Store,815.605,0.53
NCZ54,14.65,0.145951533,31,OUT019,Household,160.9552,High,3,Tier 1,Grocery Store,162.4552,0.106
FDO16,5.48,0.015138834,14,OUT045,Frozen Foods,81.925,Medium,2,Tier 2,Supermarket Type1,3079.325,2.002
FDR22,19.35,0.031069993,18,OUT010,Snack Foods,112.0544,Medium,2,Tier 3,Grocery Store,223.7088,0.145
FDJ16,9.195,0.115535487,9,OUT017,Frozen Foods,59.5246,Low,2,Tier 2,Supermarket Type1,810.9444,0.527
FDT47,5.26,0.02454694,17,OUT049,Breads,95.7068,Medium,2,Tier 1,Supermarket Type1,1166.4816,0.758
FDZ23,17.75,0.067175915,31,OUT027,Baking Goods,187.124,High,2,Tier 3,Supermarket Type3,3728.48,2.424
NCB31,6.235,0.118674359,19,OUT046,Household,261.691,Very_High,3,Tier 1,Supermarket Type1,3155.892,2.051
FDM15,11.8,0.057421582,19,OUT046,Meat,149.9366,High,3,Tier 1,Supermarket Type1,1662.5026,1.081
FDX27,20.7,0.114022125,29,OUT013,Dairy,92.9436,Medium,1,Tier 3,Supermarket Type1,2174.5028,1.413
NCS54,13.6,0.010033871,7,OUT018,Household,177.937,High,2,Tier 3,Supermarket Type2,2293.681,1.491
NCJ30,5.82,0.080765853,17,OUT049,Household,169.179,High,2,Tier 1,Supermarket Type1,2037.348,1.324
FDD58,7.76,0.05930285,29,OUT013,Snack Foods,98.77,Medium,1,Tier 3,Supermarket Type1,1697.79,1.104
DRJ23,18.35,0.041753387,14,OUT045,Hard Drinks,187.6872,High,2,Tier 2,Supermarket Type1,2836.308,1.844
FDS14,7.285,0.050065211,14,OUT045,Dairy,157.4288,High,2,Tier 2,Supermarket Type1,2042.6744,1.328
FDR27,15.1,0.096020459,29,OUT013,Meat,133.7942,Medium,1,Tier 3,Supermarket Type1,2384.8956,1.55
FDT49,7,0.15202235,7,OUT018,Canned,106.628,Medium,2,Tier 3,Supermarket Type2,639.168,0.415
FDX26,17.7,0.087383304,31,OUT027,Dairy,180.4292,High,2,Tier 3,Supermarket Type3,4013.4424,2.609
NCW53,18.35,0.03066757,9,OUT017,Health and Hygiene,193.4162,High,2,Tier 2,Supermarket Type1,2116.5782,1.376
FDS19,13.8,0.069658603,14,OUT045,Fruits and Vegetables,74.3012,Medium,2,Tier 2,Supermarket Type1,1669.8264,1.085
DRF15,18.35,0.03321399,19,OUT046,Dairy,154.934,High,3,Tier 1,Supermarket Type1,1225.072,0.796
DRH01,17.5,0.097429924,31,OUT027,Soft Drinks,172.8738,High,2,Tier 3,Supermarket Type3,3649.2498,2.372
FDJ12,8.895,0.039120291,14,OUT045,Baking Goods,206.8296,Very_High,2,Tier 2,Supermarket Type1,4154.592,2.7
NCE42,21.1,0.01055095,31,OUT027,Household,234.9958,Very_High,2,Tier 3,Supermarket Type3,13086.9648,8.507
DRL37,15.5,0.053480419,14,OUT045,Soft Drinks,42.377,Low,2,Tier 2,Supermarket Type1,1211.756,0.788
FDJ36,14.5,0.128520186,14,OUT045,Baking Goods,101.4332,Medium,2,Tier 2,Supermarket Type1,1948.1308,1.266
NCH18,9.3,0.044444956,31,OUT027,Household,245.2802,Very_High,2,Tier 3,Supermarket Type3,10072.8882,6.547
DRI11,8.26,0.034544435,7,OUT018,Hard Drinks,116.0834,Medium,2,Tier 3,Supermarket Type2,1267.0174,0.824
NCO17,10,0.073678663,7,OUT018,Health and Hygiene,120.944,Medium,2,Tier 3,Supermarket Type2,2037.348,1.324
FDS49,9,0.079668739,7,OUT018,Canned,79.6644,Medium,2,Tier 3,Supermarket Type2,1571.288,1.021
FDX43,5.655,0.085447928,14,OUT045,Fruits and Vegetables,165.85,High,2,Tier 2,Supermarket Type1,1830.95,1.19
NCS17,18.6,0.080434451,29,OUT013,Health and Hygiene,93.4436,Medium,1,Tier 3,Supermarket Type1,1701.7848,1.106
NCC42,15,0.044978225,17,OUT049,Health and Hygiene,140.8838,High,2,Tier 1,Supermarket Type1,2247.7408,1.461
NCM26,20.5,0.023190134,14,OUT045,Others,153.434,High,2,Tier 2,Supermarket Type1,3981.484,2.588
FDU32,8.785,0.025967624,19,OUT046,Fruits and Vegetables,119.9414,Medium,3,Tier 1,Supermarket Type1,1462.0968,0.95
FDU19,8.77,0.046962004,7,OUT018,Fruits and Vegetables,173.8422,High,2,Tier 3,Supermarket Type2,3448.844,2.242
NCM53,18.75,0.05233528,9,OUT017,Health and Hygiene,108.128,Medium,2,Tier 2,Supermarket Type1,1065.28,0.692
FDG32,19.85,0.17635245,14,OUT045,Fruits and Vegetables,220.8772,Very_High,2,Tier 2,Supermarket Type1,4225.1668,2.746
FDF04,17.5,0.013692598,7,OUT018,Frozen Foods,259.7304,Very_High,2,Tier 3,Supermarket Type2,3616.6256,2.351
NCN55,14.6,0.064557854,12,OUT035,Others,242.3538,Very_High,3,Tier 2,Supermarket Type1,5287.7836,3.437
FDJ34,11.8,0.093655728,19,OUT046,Snack Foods,127.1704,Medium,3,Tier 1,Supermarket Type1,3004.0896,1.953
FDT51,11.65,0.018275816,18,OUT010,Meat,110.8544,Medium,2,Tier 3,Grocery Store,111.8544,0.073
FDT01,13.65,0.184167712,19,OUT046,Canned,213.7902,Very_High,3,Tier 1,Supermarket Type1,1274.3412,0.828
FDV28,16.1,0.158954903,31,OUT027,Frozen Foods,34.9558,Low,2,Tier 3,Supermarket Type3,1120.5414,0.728
FDD02,16.6,0.050392993,14,OUT045,Canned,118.4124,Medium,2,Tier 2,Supermarket Type1,3199.8348,2.08
FDW48,18,0.008558144,14,OUT045,Baking Goods,79.0618,Medium,2,Tier 2,Supermarket Type1,1208.427,0.785
FDF44,7.17,0.059820884,17,OUT049,Fruits and Vegetables,130.3968,Medium,2,Tier 1,Supermarket Type1,3523.4136,2.29
FDY14,10.3,0.070149088,17,OUT049,Dairy,264.5226,Very_High,2,Tier 1,Supermarket Type1,3436.1938,2.234
FDU59,5.78,0.095919472,31,OUT027,Breads,162.6552,High,2,Tier 3,Supermarket Type3,5685.932,3.696
FDQ10,12.85,0.058092551,31,OUT019,Snack Foods,172.0422,High,3,Tier 1,Grocery Store,517.3266,0.336
FDV21,11.5,0.286357776,18,OUT010,Snack Foods,123.9704,Medium,2,Tier 3,Grocery Store,375.5112,0.244
FDQ36,7.855,0.161798604,17,OUT049,Baking Goods,37.2848,Low,2,Tier 1,Supermarket Type1,745.696,0.485
FDH12,9.6,0.148742896,31,OUT019,Baking Goods,107.128,Medium,3,Tier 1,Grocery Store,319.584,0.208
FDV40,17.35,0.016119888,9,OUT017,Frozen Foods,72.2038,Medium,2,Tier 2,Supermarket Type1,886.8456,0.576
NCF07,9,0.032022535,19,OUT046,Household,101.8016,Medium,3,Tier 1,Supermarket Type1,1720.4272,1.118
FDA08,11.85,0.049842613,31,OUT027,Fruits and Vegetables,164.2526,High,2,Tier 3,Supermarket Type3,3946.8624,2.565
FDP33,18.7,0.156304192,31,OUT019,Snack Foods,256.3672,Very_High,3,Tier 1,Grocery Store,255.6672,0.166
FDS27,10.195,0.012458143,19,OUT046,Meat,196.311,High,3,Tier 1,Supermarket Type1,589.233,0.383
DRD60,15.7,0.037201127,29,OUT013,Soft Drinks,181.7634,High,1,Tier 3,Supermarket Type1,2544.6876,1.654
FDM28,15.7,0.045274134,17,OUT049,Frozen Foods,177.966,High,2,Tier 1,Supermarket Type1,3415.554,2.22
NCU54,8.88,0.098603729,12,OUT035,Household,210.727,Very_High,3,Tier 2,Supermarket Type1,4194.54,2.726
NCX05,15.2,0.097457483,7,OUT018,Health and Hygiene,114.4492,Medium,2,Tier 3,Supermarket Type2,579.246,0.377
FDX59,10.195,0.051661272,19,OUT046,Breads,33.3558,Low,3,Tier 1,Supermarket Type1,848.895,0.552
FDE10,6.67,0.097590215,17,OUT049,Snack Foods,133.0626,Medium,2,Tier 1,Supermarket Type1,1573.9512,1.023
FDW16,17.35,0.041273391,31,OUT027,Frozen Foods,91.6804,Medium,2,Tier 3,Supermarket Type3,3858.9768,2.508
FDW07,18,0.141997869,31,OUT027,Fruits and Vegetables,90.5514,Medium,2,Tier 3,Supermarket Type3,2036.6822,1.324
FDG38,8.975,0.057192467,7,OUT018,Canned,84.9224,Medium,2,Tier 3,Supermarket Type2,1278.336,0.831
DRC27,13.8,0.058339153,7,OUT018,Dairy,246.2802,Very_High,2,Tier 3,Supermarket Type2,1228.401,0.798
FDT43,16.35,0.020544065,12,OUT035,Fruits and Vegetables,49.9324,Low,3,Tier 2,Supermarket Type1,259.662,0.169
FDR44,6.11,0.103503049,9,OUT017,Fruits and Vegetables,129.6968,Medium,2,Tier 2,Supermarket Type1,1174.4712,0.763
FDP26,7.785,0.140342195,9,OUT017,Dairy,105.6306,Medium,2,Tier 2,Supermarket Type1,627.1836,0.408
NCE55,8.92,0.12929931,31,OUT027,Household,178.237,High,2,Tier 3,Supermarket Type3,7939.665,5.161
FDU39,18.85,0.036031137,12,OUT035,Meat,60.4562,Low,3,Tier 2,Supermarket Type1,1125.8678,0.732
FDK27,11,0.008903212,31,OUT027,Meat,120.9756,Medium,2,Tier 3,Supermarket Type3,2787.0388,1.812
FDP32,6.65,0.087669485,19,OUT046,Fruits and Vegetables,127.2678,Medium,3,Tier 1,Supermarket Type1,2416.1882,1.571
NCW54,7.5,0.096511013,17,OUT049,Household,59.2588,Low,2,Tier 1,Supermarket Type1,916.1408,0.595
FDA36,5.985,0.005661669,29,OUT013,Baking Goods,186.5924,High,1,Tier 3,Supermarket Type1,2591.2936,1.684
FDU24,6.78,0.155332629,17,OUT049,Baking Goods,95.012,Medium,2,Tier 1,Supermarket Type1,2050.664,1.333
FDX34,6.195,0.07198553,19,OUT046,Snack Foods,122.2098,Medium,3,Tier 1,Supermarket Type1,1205.098,0.783
FDU27,18.6,0.17133418,29,OUT013,Meat,48.8376,Low,1,Tier 3,Supermarket Type1,287.6256,0.187
FDQ25,8.63,0.047329385,18,OUT010,Canned,174.1422,High,2,Tier 3,Grocery Store,517.3266,0.336
FDY01,11.8,0.170977155,7,OUT018,Canned,117.0834,Medium,2,Tier 3,Supermarket Type2,1842.9344,1.198
FDH27,7.075,0.058298384,29,OUT013,Dairy,145.8128,High,1,Tier 3,Supermarket Type1,1725.7536,1.122
FDL10,8.395,0.039715591,9,OUT017,Snack Foods,100.1042,Medium,2,Tier 2,Supermarket Type1,1289.6546,0.838
FDL15,17.85,0.046824729,7,OUT018,Meat,153.6682,High,2,Tier 3,Supermarket Type2,1829.6184,1.189
FDT24,12.35,0.311090379,18,OUT010,Baking Goods,79.2328,Medium,2,Tier 3,Grocery Store,154.4656,0.1
NCN55,14.6,0.059611153,14,OUT045,Others,238.3538,Very_High,2,Tier 2,Supermarket Type1,2163.1842,1.406
FDZ59,6.63,0.103517853,31,OUT027,Baking Goods,164.95,High,2,Tier 3,Supermarket Type3,4161.25,2.705
FDM57,11.65,0.075834825,12,OUT035,Snack Foods,82.9908,Medium,3,Tier 2,Supermarket Type1,1258.362,0.818
FDD14,20.7,0.170072462,17,OUT049,Canned,183.8266,High,2,Tier 1,Supermarket Type1,1844.266,1.199
FDU19,8.77,0.046826808,29,OUT013,Fruits and Vegetables,173.6422,High,1,Tier 3,Supermarket Type1,517.3266,0.336
DRJ39,20.25,0.036399734,14,OUT045,Dairy,219.3482,Very_High,2,Tier 2,Supermarket Type1,8323.8316,5.41
FDI04,13.65,0.072912432,19,OUT046,Frozen Foods,198.4426,High,3,Tier 1,Supermarket Type1,5536.7928,3.599
NCQ54,17.7,0.012567811,14,OUT045,Household,168.4474,High,2,Tier 2,Supermarket Type1,2358.2636,1.533
FDW12,8.315,0.035773394,9,OUT017,Baking Goods,144.3444,High,2,Tier 2,Supermarket Type1,3483.4656,2.264
FDQ32,17.85,0.046382793,31,OUT027,Fruits and Vegetables,122.8388,Medium,2,Tier 3,Supermarket Type3,2972.1312,1.932
DRG49,7.81,0.067836851,9,OUT017,Soft Drinks,246.1486,Very_High,2,Tier 2,Supermarket Type1,5375.6692,3.494
FDP58,11.1,0.147926192,17,OUT049,Snack Foods,220.7482,Very_High,2,Tier 1,Supermarket Type1,4380.964,2.848
FDD57,18.1,0.022434418,17,OUT049,Fruits and Vegetables,96.2094,Medium,2,Tier 1,Supermarket Type1,952.094,0.619
DRG23,8.88,0.086764795,12,OUT035,Hard Drinks,153.8682,High,3,Tier 2,Supermarket Type1,1829.6184,1.189
NCZ17,12.15,0.086139522,9,OUT017,Health and Hygiene,39.1506,Low,2,Tier 2,Supermarket Type1,1480.0734,0.962
DRJ11,9.5,0.085437778,7,OUT018,Hard Drinks,188.4872,High,2,Tier 3,Supermarket Type2,3592.6568,2.335
FDG16,15.25,0.089998959,14,OUT045,Frozen Foods,215.1192,Very_High,2,Tier 2,Supermarket Type1,2157.192,1.402
FDZ51,11.3,0.054288646,31,OUT027,Meat,96.6094,Medium,2,Tier 3,Supermarket Type3,2189.8162,1.423
NCN43,12.15,0.007835379,19,OUT046,Others,123.773,Medium,3,Tier 1,Supermarket Type1,3325.671,2.162
NCN30,16.35,0.016993204,19,OUT046,Household,95.741,Medium,3,Tier 1,Supermarket Type1,965.41,0.628
FDP39,12.65,0.06908877,31,OUT027,Meat,52.3324,Low,2,Tier 3,Supermarket Type3,1298.31,0.844
FDP34,12.85,0.137441201,17,OUT049,Snack Foods,157.663,High,2,Tier 1,Supermarket Type1,2659.871,1.729
FDM44,12.5,0.051970788,18,OUT010,Fruits and Vegetables,103.699,Medium,2,Tier 3,Grocery Store,412.796,0.268
FDC28,7.905,0.059630479,9,OUT017,Frozen Foods,109.1254,Medium,2,Tier 2,Supermarket Type1,1627.881,1.058
DRC24,17.85,0.02492239,7,OUT018,Soft Drinks,153.4998,High,2,Tier 3,Supermarket Type2,2922.1962,1.899
FDN46,7.21,0.144924795,14,OUT045,Snack Foods,100.8332,Medium,2,Tier 2,Supermarket Type1,1537.998,1
NCN53,5.175,0.030349723,12,OUT035,Health and Hygiene,37.0874,Low,3,Tier 2,Supermarket Type1,423.4488,0.275
FDY32,7.605,0.226284381,31,OUT019,Fruits and Vegetables,163.221,High,3,Tier 1,Grocery Store,326.242,0.212
NCW06,16.2,0.050625182,9,OUT017,Household,193.1162,High,2,Tier 2,Supermarket Type1,2501.4106,1.626
FDY48,14,0.02371512,29,OUT013,Baking Goods,103.8332,Medium,1,Tier 3,Supermarket Type1,1743.0644,1.133
NCP29,8.42,0.112177581,29,OUT013,Health and Hygiene,65.9168,Low,1,Tier 3,Supermarket Type1,958.752,0.623
FDB60,9.3,0.04774013,18,OUT010,Baking Goods,195.0136,High,2,Tier 3,Grocery Store,194.4136,0.126
DRE60,9.395,0.159304333,12,OUT035,Soft Drinks,226.172,Very_High,3,Tier 2,Supermarket Type1,3848.324,2.501
FDN51,17.85,0.020989308,14,OUT045,Meat,260.7936,Very_High,2,Tier 2,Supermarket Type1,4697.8848,3.054
DRE15,13.35,0.01769927,31,OUT027,Dairy,74.2012,Medium,2,Tier 3,Supermarket Type3,1290.3204,0.839
DRG15,6.13,0.076826683,29,OUT013,Dairy,60.1536,Low,1,Tier 3,Supermarket Type1,1102.5648,0.717
FDX55,15.1,0.096658404,31,OUT019,Fruits and Vegetables,216.9166,Very_High,3,Tier 1,Grocery Store,217.7166,0.142
FDC57,20.1,0.054816926,7,OUT018,Fruits and Vegetables,194.282,High,2,Tier 3,Supermarket Type2,1544.656,1.004
FDA25,16.5,0.068511103,9,OUT017,Canned,103.699,Medium,2,Tier 2,Supermarket Type1,1651.184,1.073
NCK29,5.615,0.12574524,12,OUT035,Health and Hygiene,122.473,Medium,3,Tier 2,Supermarket Type1,1354.903,0.881
FDP48,7.52,0.044023213,19,OUT046,Baking Goods,183.095,High,3,Tier 1,Supermarket Type1,5492.85,3.57
FDP49,9,0.068754395,31,OUT027,Breakfast,54.5614,Low,2,Tier 3,Supermarket Type3,1713.1034,1.114
FDL38,13.8,0.024660202,18,OUT010,Canned,87.4172,Medium,2,Tier 3,Grocery Store,178.4344,0.116
FDZ21,17.6,0.039214444,12,OUT035,Snack Foods,98.241,Medium,3,Tier 2,Supermarket Type1,1930.82,1.255
FDQ44,20.5,0.036344721,9,OUT017,Fruits and Vegetables,122.3756,Medium,2,Tier 2,Supermarket Type1,2544.6876,1.654
NCB42,11.8,0.008554052,29,OUT013,Health and Hygiene,116.9492,Medium,1,Tier 3,Supermarket Type1,1969.4364,1.28
FDY15,18.25,0.170000805,31,OUT027,Dairy,155.963,High,2,Tier 3,Supermarket Type3,4537.427,2.949
NCW05,20.25,0.148302815,17,OUT049,Health and Hygiene,108.3938,Medium,2,Tier 1,Supermarket Type1,2787.0388,1.812
FDR23,15.85,0.081914677,17,OUT049,Breads,177.637,High,2,Tier 1,Supermarket Type1,3352.303,2.179
FDO34,17.7,0.029914022,29,OUT013,Snack Foods,166.2816,High,1,Tier 3,Supermarket Type1,2516.724,1.636
FDZ36,6.035,0.065771344,12,OUT035,Baking Goods,185.324,High,3,Tier 2,Supermarket Type1,3728.48,2.424
FDX58,13.15,0.043551753,31,OUT027,Snack Foods,184.495,High,2,Tier 3,Supermarket Type3,7873.085,5.118
NCJ18,12.35,0.163941937,19,OUT046,Household,117.0124,Medium,3,Tier 1,Supermarket Type1,1540.6612,1.001
FDP22,14.65,0.099692906,9,OUT017,Snack Foods,50.9666,Low,2,Tier 2,Supermarket Type1,717.7324,0.467
FDH57,10.895,0.059834024,18,OUT010,Fruits and Vegetables,133.5284,Medium,2,Tier 3,Grocery Store,263.6568,0.171
DRF51,15.75,0.166174549,14,OUT045,Dairy,37.4506,Low,2,Tier 2,Supermarket Type1,1062.6168,0.691
FDD51,11.15,0.119930029,12,OUT035,Dairy,44.2744,Low,3,Tier 2,Supermarket Type1,588.5672,0.383
FDW04,8.985,0.057944376,14,OUT045,Frozen Foods,131.531,Medium,2,Tier 2,Supermarket Type1,1428.141,0.928
FDZ21,17.6,0.065649353,18,OUT010,Snack Foods,94.841,Medium,2,Tier 3,Grocery Store,193.082,0.126
NCJ30,5.82,0.080249973,31,OUT027,Household,168.679,High,2,Tier 3,Supermarket Type3,4923.591,3.2
FDO45,13.15,0.037952777,19,OUT046,Snack Foods,89.5856,Medium,3,Tier 1,Supermarket Type1,1494.0552,0.971
FDE41,9.195,0.064113698,17,OUT049,Frozen Foods,86.5566,Medium,2,Tier 1,Supermarket Type1,1183.7924,0.769
DRD13,15,0.048841794,31,OUT027,Soft Drinks,64.7168,Low,2,Tier 3,Supermarket Type3,3068.0064,1.994
NCC07,19.6,0.02394662,12,OUT035,Household,106.9964,Medium,3,Tier 2,Supermarket Type1,1788.3388,1.162
FDE51,5.925,0.096000183,31,OUT027,Dairy,43.7086,Low,2,Tier 3,Supermarket Type3,1293.6494,0.841
NCG43,20.2,0.074177667,29,OUT013,Household,93.2462,Medium,1,Tier 3,Supermarket Type1,1018.0082,0.662
FDS59,14.8,0.04368089,31,OUT027,Breads,110.157,Medium,2,Tier 3,Supermarket Type3,2306.997,1.5
FDV16,7.75,0.083268523,7,OUT018,Frozen Foods,32.9558,Low,2,Tier 3,Supermarket Type2,101.8674,0.066
FDC03,8.575,0.071832909,12,OUT035,Dairy,194.1794,High,3,Tier 2,Supermarket Type1,3316.3498,2.156
FDV60,20.2,0.136047075,29,OUT013,Baking Goods,197.211,High,1,Tier 3,Supermarket Type1,3535.398,2.298
FDJ60,19.35,0.062625641,17,OUT049,Baking Goods,165.3184,High,2,Tier 1,Supermarket Type1,1651.184,1.073
FDX20,7.365,0.042646566,14,OUT045,Fruits and Vegetables,225.172,Very_High,2,Tier 2,Supermarket Type1,452.744,0.294
FDD17,7.5,0.037819364,12,OUT035,Frozen Foods,237.7906,Very_High,3,Tier 2,Supermarket Type1,1188.453,0.772
FDD08,8.3,0.03555434,9,OUT017,Fruits and Vegetables,37.4506,Low,2,Tier 2,Supermarket Type1,796.9626,0.518
FDX45,16.75,0.105068444,14,OUT045,Snack Foods,156.663,High,2,Tier 2,Supermarket Type1,2816.334,1.831
FDM25,10.695,0.060912865,7,OUT018,Breakfast,173.8712,High,2,Tier 3,Supermarket Type2,4570.0512,2.971
NCT42,5.88,0.02488732,19,OUT046,Household,147.5392,High,3,Tier 1,Supermarket Type1,2684.5056,1.745
FDT02,12.6,0.024194731,19,OUT046,Dairy,36.1874,Low,3,Tier 1,Supermarket Type1,423.4488,0.275
FDV34,10.695,0.01141595,29,OUT013,Snack Foods,74.0038,Medium,1,Tier 3,Supermarket Type1,1034.6532,0.673
NCR41,17.85,0.018023997,19,OUT046,Health and Hygiene,95.9094,Medium,3,Tier 1,Supermarket Type1,2285.0256,1.485
FDT31,19.75,0.012499004,7,OUT018,Fruits and Vegetables,188.0872,High,2,Tier 3,Supermarket Type2,2458.1336,1.598
FDF33,7.97,0.036045991,18,OUT010,Seafood,107.5596,Medium,2,Tier 3,Grocery Store,431.4384,0.28
NCU29,7.685,0.044607722,31,OUT019,Health and Hygiene,145.976,High,3,Tier 1,Grocery Store,585.904,0.381
NCB55,15.7,0.16098885,14,OUT045,Household,57.8562,Low,2,Tier 2,Supermarket Type1,651.8182,0.424
NCU18,15.1,0.055793586,29,OUT013,Household,139.7496,High,1,Tier 3,Supermarket Type1,3952.1888,2.569
FDZ59,6.63,0.104445322,7,OUT018,Baking Goods,167.25,High,2,Tier 3,Supermarket Type2,1830.95,1.19
NCI29,8.6,0.032687702,14,OUT045,Health and Hygiene,140.9154,High,2,Tier 2,Supermarket Type1,1134.5232,0.737
FDL03,19.25,0.026949463,31,OUT027,Meat,197.711,High,2,Tier 3,Supermarket Type3,4910.275,3.192
NCQ06,13,0.041909345,14,OUT045,Household,255.0014,Very_High,2,Tier 2,Supermarket Type1,5865.0322,3.812
FDY31,5.98,0.04363058,17,OUT049,Fruits and Vegetables,148.2418,High,2,Tier 1,Supermarket Type1,1618.5598,1.052
DRI03,6.03,0.026777311,17,OUT049,Dairy,175.1028,High,2,Tier 1,Supermarket Type1,1593.9252,1.036
FDL38,13.8,0.014793124,7,OUT018,Canned,88.5172,Medium,2,Tier 3,Supermarket Type2,2408.8644,1.566
FDR37,16.5,0.065928735,31,OUT027,Breakfast,183.0292,High,2,Tier 3,Supermarket Type3,8209.314,5.336
FDT59,13.65,0.01583438,31,OUT027,Breads,228.5668,Very_High,2,Tier 3,Supermarket Type3,3225.1352,2.096
FDV28,16.1,0.159728395,19,OUT046,Frozen Foods,34.3558,Low,3,Tier 1,Supermarket Type1,271.6464,0.177
NCX53,20.1,0.014925407,29,OUT013,Health and Hygiene,143.4154,High,1,Tier 3,Supermarket Type1,3545.385,2.305
FDZ12,9.17,0.102893121,29,OUT013,Baking Goods,141.947,High,1,Tier 3,Supermarket Type1,4008.116,2.605
NCT05,10.895,0.020951848,19,OUT046,Health and Hygiene,255.3672,Very_High,3,Tier 1,Supermarket Type1,767.0016,0.499
FDW38,5.325,0.152196642,12,OUT035,Dairy,55.8298,Low,3,Tier 2,Supermarket Type1,485.3682,0.315
FDD33,12.85,0.108102606,29,OUT013,Fruits and Vegetables,233.3642,Very_High,1,Tier 3,Supermarket Type1,3950.1914,2.568
FDV39,11.3,0.007286667,31,OUT019,Meat,196.8426,High,3,Tier 1,Grocery Store,593.2278,0.386
DRE25,15.35,0.073697713,9,OUT017,Soft Drinks,91.912,Medium,2,Tier 2,Supermarket Type1,559.272,0.364
FDC59,16.7,0.091437584,18,OUT010,Starchy Foods,64.3168,Low,2,Tier 3,Grocery Store,127.8336,0.083
FDF58,13.3,0.009581155,19,OUT046,Snack Foods,64.951,Low,3,Tier 1,Supermarket Type1,1644.526,1.069
NCP50,17.35,0.035997636,31,OUT019,Others,78.6618,Medium,3,Tier 1,Grocery Store,80.5618,0.052
FDS33,6.67,0.12332588,29,OUT013,Snack Foods,90.2514,Medium,1,Tier 3,Supermarket Type1,974.0654,0.633
FDP08,20.5,0.112584813,17,OUT049,Fruits and Vegetables,192.0478,High,2,Tier 1,Supermarket Type1,1549.9824,1.007
FDF29,15.1,0.019930418,12,OUT035,Frozen Foods,131.531,Medium,3,Tier 2,Supermarket Type1,2856.282,1.857
NCF30,17,0.126244059,19,OUT046,Household,124.6362,Medium,3,Tier 1,Supermarket Type1,3900.9222,2.536
